Taxon,Genus,Species,Taxon Aphia ID,Soniferous Category,Reference Aphia ID,Notes
Synodus mundyi,Synodus,mundyi,474907,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus nigrotaeniatus,Synodus,nigrotaeniatus,1043610,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus oculeus,Synodus,oculeus,272135,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus orientalis,Synodus,orientalis,398373,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus pacificus,Synodus,pacificus,1524544,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus poeyi,Synodus,poeyi,158760,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus pylei,Synodus,pylei,474908,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus randalli,Synodus,randalli,272136,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus rubromarmoratus,Synodus,rubromarmoratus,272137,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus sageneus,Synodus,sageneus,272138,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus sanguineus,Synodus,sanguineus,474909,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus saurus,Synodus,saurus,126372,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus scituliceps,Synodus,scituliceps,272139,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus sechurae,Synodus,sechurae,272140,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus similis,Synodus,similis,272141,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus synodus,Synodus,synodus,126373,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus taiwanensis,Synodus,taiwanensis,272142,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus tectus,Synodus,tectus,272143,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus ulae,Synodus,ulae,272144,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus usitatus,Synodus,usitatus,272145,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus variegatus,Synodus,variegatus,217670,Does not or is unlikely to produce sound under natural conditions,452075,
Synodus vityazi,Synodus,vityazi,834889,Does not or is unlikely to produce sound under natural conditions,452075,
Systomus asoka,Systomus,asoka,1011610,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus chryseus,Systomus,chryseus,1007016,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus chrysopoma,Systomus,chrysopoma,321747,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus clavatus,Systomus,clavatus,1013906,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus compressiformis,Systomus,compressiformis,1017388,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus endecanalis,Systomus,endecanalis,1011601,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus gracilus,Systomus,gracilus,1494206,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus immaculatus,Systomus,immaculatus,321751,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus jacobusboehlkei,Systomus,jacobusboehlkei,1013923,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus jayarami,Systomus,jayarami,1011884,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus laticeps,Systomus,laticeps,1385001,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus martenstyni,Systomus,martenstyni,1011345,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus orphoides,Systomus,orphoides,1022236,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus pleurotaenia,Systomus,pleurotaenia,1021113,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus rubripinnis,Systomus,rubripinnis,1015998,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus rufus,Systomus,rufus,1007017,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus sarana,Systomus,sarana,321753,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus spilurus,Systomus,spilurus,1020688,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus subnasutus,Systomus,subnasutus,1022169,Likely to produce sound under natural conditions but unconfirmed,452075,
Systomus timbiri,Systomus,timbiri,1013623,Likely to produce sound under natural conditions but unconfirmed,452075,
Taaningichthys bathyphilus,Taaningichthys,bathyphilus,126631,Likely to produce sound under natural conditions but unconfirmed,452075,
Taaningichthys minimus,Taaningichthys,minimus,126632,Likely to produce sound under natural conditions but unconfirmed,452075,
Taaningichthys paurolychnus,Taaningichthys,paurolychnus,126633,Likely to produce sound under natural conditions but unconfirmed,452075,
Tachysurus adiposalis,Tachysurus,adiposalis,1026896,Likely to produce sound under natural conditions but unconfirmed,452075,
Tachysurus argentivittatus,Tachysurus,argentivittatus,1013203,Likely to produce sound under natural conditions but unconfirmed,452075,
Tachysurus brashnikowi,Tachysurus,brashnikowi,1018345,Likely to produce sound under natural conditions but unconfirmed,452075,
Tachysurus dumerili,Tachysurus,dumerili,1420786,Likely to produce sound under natural conditions but unconfirmed,452075,
Tachysurus fulvidraco,Tachysurus,fulvidraco,1022007,Likely to produce sound under natural conditions but unconfirmed,451886,
Tachysurus herzensteini,Tachysurus,herzensteini,1018343,Produces active and passive sound under natural conditions,452049,
Tachysurus hoi,Tachysurus,hoi,1014863,Likely to produce sound under natural conditions but unconfirmed,452075,
Tachysurus lani,Tachysurus,lani,1536548,Likely to produce sound under natural conditions but unconfirmed,452075,
Tachysurus longispinalis,Tachysurus,longispinalis,1009303,Likely to produce sound under natural conditions but unconfirmed,452075,
Tachysurus nitidus,Tachysurus,nitidus,1020402,Likely to produce sound under natural conditions but unconfirmed,452075,
Tachysurus nudiceps,Tachysurus,nudiceps,1019912,Likely to produce sound under natural conditions but unconfirmed,452075,
Tachysurus sinensis,Tachysurus,sinensis,311241,Likely to produce sound under natural conditions but unconfirmed,452075,
Tachysurus spilotus,Tachysurus,spilotus,1008205,Likely to produce sound under natural conditions but unconfirmed,452075,
Tachysurus virgatus,Tachysurus,virgatus,1016271,Likely to produce sound under natural conditions but unconfirmed,452075,
Tactostoma macropus,Tactostoma,macropus,282922,Does not or is unlikely to produce sound under natural conditions,452075,
Taeniacara candidi,Taeniacara,candidi,1015163,Likely to produce sound under natural conditions but unconfirmed,452075,
Taeniochromis holotaenia,Taeniochromis,holotaenia,1016291,Likely to produce sound under natural conditions but unconfirmed,452075,
Taenioides anguillaris,Taenioides,anguillaris,277220,Likely to produce sound under natural conditions but unconfirmed,452075,
Taenioides buchanani,Taenioides,buchanani,277221,Likely to produce sound under natural conditions but unconfirmed,452075,
Taenioides caniscapulus,Taenioides,caniscapulus,277222,Likely to produce sound under natural conditions but unconfirmed,452075,
Taenioides cirratus,Taenioides,cirratus,277223,Likely to produce sound under natural conditions but unconfirmed,452075,
Taenioides eruptionis,Taenioides,eruptionis,277224,Likely to produce sound under natural conditions but unconfirmed,452075,
Taenioides esquivel,Taenioides,esquivel,219576,Likely to produce sound under natural conditions but unconfirmed,452075,
Taenioides gracilis,Taenioides,gracilis,219577,Likely to produce sound under natural conditions but unconfirmed,452075,
Taenioides jacksoni,Taenioides,jacksoni,219574,Likely to produce sound under natural conditions but unconfirmed,452075,
Taenioides kentalleni,Taenioides,kentalleni,277225,Likely to produce sound under natural conditions but unconfirmed,452075,
Taenioides limicola,Taenioides,limicola,219575,Likely to produce sound under natural conditions but unconfirmed,452075,
Taenioides mordax,Taenioides,mordax,277226,Likely to produce sound under natural conditions but unconfirmed,452075,
Taenioides nigrimarginatus,Taenioides,nigrimarginatus,277227,Likely to produce sound under natural conditions but unconfirmed,452075,
Taenioides purpurascens,Taenioides,purpurascens,277228,Likely to produce sound under natural conditions but unconfirmed,452075,
Taeniolethrinops cyrtonotus,Taeniolethrinops,cyrtonotus,1015848,Likely to produce sound under natural conditions but unconfirmed,452075,
Taeniolethrinops furcicauda,Taeniolethrinops,furcicauda,1015847,Likely to produce sound under natural conditions but unconfirmed,452075,
Taeniolethrinops laticeps,Taeniolethrinops,laticeps,1015846,Likely to produce sound under natural conditions but unconfirmed,452075,
Taeniolethrinops praeorbitalis,Taeniolethrinops,praeorbitalis,1016295,Likely to produce sound under natural conditions but unconfirmed,452075,
Taeniopsetta ocellata,Taeniopsetta,ocellata,219813,Does not or is unlikely to produce sound under natural conditions,452075,
Taeniopsetta radula,Taeniopsetta,radula,279155,Does not or is unlikely to produce sound under natural conditions,452075,
Taeniura lessoni,Taeniura,lessoni,1043629,Unknown or undetermined,452074,
Taeniura lymma,Taeniura,lymma,217422,Unknown or undetermined,452074,
Taeniurops grabatus,Taeniurops,grabatus,1605275,Unknown or undetermined,452074,
Taeniurops meyeni,Taeniurops,meyeni,712972,Unknown or undetermined,452074,
Tahuantinsuyoa chipi,Tahuantinsuyoa,chipi,1011217,Likely to produce sound under natural conditions but unconfirmed,452075,
Tahuantinsuyoa macantzatza,Tahuantinsuyoa,macantzatza,1011842,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu alboplumbeus,Takifugu,alboplumbeus,278412,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu basilevskianus,Takifugu,basilevskianus,1021563,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu bimaculatus,Takifugu,bimaculatus,278413,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu chinensis,Takifugu,chinensis,278414,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu chrysops,Takifugu,chrysops,278415,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu coronoidus,Takifugu,coronoidus,278416,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu exascurus,Takifugu,exascurus,278417,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu flavidus,Takifugu,flavidus,278418,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu flavipterus,Takifugu,flavipterus,1513041,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu niphobles,Takifugu,niphobles,278419,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu oblongus,Takifugu,oblongus,219959,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu obscurus,Takifugu,obscurus,278420,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu ocellatus,Takifugu,ocellatus,278421,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu orbimaculatus,Takifugu,orbimaculatus,1012021,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu pardalis,Takifugu,pardalis,278422,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu plagiocellatus,Takifugu,plagiocellatus,398704,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu poecilonotus,Takifugu,poecilonotus,278423,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu porphyreus,Takifugu,porphyreus,278424,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu pseudommus,Takifugu,pseudommus,278425,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu radiatus,Takifugu,radiatus,278426,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu reticularis,Takifugu,reticularis,278427,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu rubripes,Takifugu,rubripes,278428,Produces passive sound under natural conditions,451901,
Takifugu snyderi,Takifugu,snyderi,278429,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu stictonotus,Takifugu,stictonotus,278430,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu variomaculatus,Takifugu,variomaculatus,398705,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu vermicularis,Takifugu,vermicularis,278431,Likely to produce sound under natural conditions but unconfirmed,452075,
Takifugu xanthopterus,Takifugu,xanthopterus,278432,Likely to produce sound under natural conditions but unconfirmed,452075,
Takydromus sexlineatus,Takydromus,sexlineatus,1611570,Unknown or undetermined,,
Talamancaheros sieboldii,Talamancaheros,sieboldii,1420100,Likely to produce sound under natural conditions but unconfirmed,452075,
Talamancaheros underwoodi,Talamancaheros,underwoodi,1526158,Likely to produce sound under natural conditions but unconfirmed,452075,
Talismania antillarum,Talismania,antillarum,126711,Does not or is unlikely to produce sound under natural conditions,452075,
Talismania aphos,Talismania,aphos,301793,Does not or is unlikely to produce sound under natural conditions,452075,
Talismania bifurcata,Talismania,bifurcata,272884,Does not or is unlikely to produce sound under natural conditions,452075,
Talismania brachycephala,Talismania,brachycephala,272885,Does not or is unlikely to produce sound under natural conditions,452075,
Talismania bussingi,Talismania,bussingi,272886,Does not or is unlikely to produce sound under natural conditions,452075,
Talismania filamentosa,Talismania,filamentosa,272887,Does not or is unlikely to produce sound under natural conditions,452075,
Talismania homoptera,Talismania,homoptera,126712,Does not or is unlikely to produce sound under natural conditions,452075,
Talismania kotlyari,Talismania,kotlyari,272888,Does not or is unlikely to produce sound under natural conditions,452075,
Talismania longifilis,Talismania,longifilis,217604,Does not or is unlikely to produce sound under natural conditions,452075,
Talismania mekistonema,Talismania,mekistonema,126713,Does not or is unlikely to produce sound under natural conditions,452075,
Talismania okinawensis,Talismania,okinawensis,272889,Does not or is unlikely to produce sound under natural conditions,452075,
Tamanka maculata,Tamanka,maculata,1014973,Likely to produce sound under natural conditions but unconfirmed,452075,
Tamanka siitensis,Tamanka,siitensis,1016139,Likely to produce sound under natural conditions but unconfirmed,452075,
Tampichthys catostomops,Tampichthys,catostomops,1012708,Likely to produce sound under natural conditions but unconfirmed,452075,
Tampichthys dichroma,Tampichthys,dichroma,1012735,Likely to produce sound under natural conditions but unconfirmed,452075,
Tampichthys erimyzonops,Tampichthys,erimyzonops,1012901,Likely to produce sound under natural conditions but unconfirmed,452075,
Tampichthys ipni,Tampichthys,ipni,1014104,Likely to produce sound under natural conditions but unconfirmed,452075,
Tampichthys mandibularis,Tampichthys,mandibularis,1012736,Likely to produce sound under natural conditions but unconfirmed,452075,
Tampichthys rasconis,Tampichthys,rasconis,1019046,Likely to produce sound under natural conditions but unconfirmed,452075,
Tanakia koreensis,Tanakia,koreensis,1011451,Likely to produce sound under natural conditions but unconfirmed,452075,
Tanakia lanceolata,Tanakia,lanceolata,1022015,Likely to produce sound under natural conditions but unconfirmed,452075,
Tanakia latimarginata,Tanakia,latimarginata,1006998,Likely to produce sound under natural conditions but unconfirmed,452075,
Tanakia limbata,Tanakia,limbata,1021993,Likely to produce sound under natural conditions but unconfirmed,452075,
Tanakia shimazui,Tanakia,shimazui,1026275,Likely to produce sound under natural conditions but unconfirmed,452075,
Tanakia signifer,Tanakia,signifer,1018293,Likely to produce sound under natural conditions but unconfirmed,452075,
Tanakia somjinensis,Tanakia,somjinensis,1011305,Likely to produce sound under natural conditions but unconfirmed,452075,
Tandanus bellingerensis,Tandanus,bellingerensis,1385268,Likely to produce sound under natural conditions but unconfirmed,452075,
Tandanus bostocki,Tandanus,bostocki,1014523,Likely to produce sound under natural conditions but unconfirmed,452075,
Tandanus tandanus,Tandanus,tandanus,1022552,Likely to produce sound under natural conditions but unconfirmed,452075,
Tandanus tropicanus,Tandanus,tropicanus,1007040,Likely to produce sound under natural conditions but unconfirmed,452075,
Tangachromis dhanisi,Tangachromis,dhanisi,1014281,Likely to produce sound under natural conditions but unconfirmed,452075,
Tanganicodus irsacae,Tanganicodus,irsacae,1013837,Likely to produce sound under natural conditions but unconfirmed,452075,
Tanganikallabes alboperca,Tanganikallabes,alboperca,1007673,Likely to produce sound under natural conditions but unconfirmed,452075,
Tanganikallabes mortiauxi,Tanganikallabes,mortiauxi,1014580,Likely to produce sound under natural conditions but unconfirmed,452075,
Tanganikallabes stewarti,Tanganikallabes,stewarti,1007674,Likely to produce sound under natural conditions but unconfirmed,452075,
Tanichthys albonubes,Tanichthys,albonubes,1014958,Likely to produce sound under natural conditions but unconfirmed,452075,
Tanichthys kuehnei,Tanichthys,kuehnei,1494207,Likely to produce sound under natural conditions but unconfirmed,452075,
Tanichthys micagemmae,Tanichthys,micagemmae,1009994,Likely to produce sound under natural conditions but unconfirmed,452075,
Tanichthys thacbaensis,Tanichthys,thacbaensis,1384275,Likely to produce sound under natural conditions but unconfirmed,452075,
Tanyemblemaria alleni,Tanyemblemaria,alleni,282924,Does not or is unlikely to produce sound under natural conditions,452075,
Taractes asper,Taractes,asper,126786,Does not or is unlikely to produce sound under natural conditions,452075,
Taractes rubescens,Taractes,rubescens,126787,Does not or is unlikely to produce sound under natural conditions,452075,
Taractichthys longipinnis,Taractichthys,longipinnis,126788,Does not or is unlikely to produce sound under natural conditions,452075,
Taractichthys steindachneri,Taractichthys,steindachneri,221420,Does not or is unlikely to produce sound under natural conditions,452075,
Taratretis derwentensis,Taratretis,derwentensis,282926,Likely to produce sound under natural conditions but unconfirmed,452075,
Taricha torosa,Taricha,torosa,1663426,Produces active sound under natural conditions,452287,
Tariqilabeo bicornis,Tariqilabeo,bicornis,1605389,Likely to produce sound under natural conditions but unconfirmed,452075,
Tariqilabeo latius,Tariqilabeo,latius,1605291,Likely to produce sound under natural conditions but unconfirmed,452075,
Tarletonbeania crenularis,Tarletonbeania,crenularis,282927,Likely to produce sound under natural conditions but unconfirmed,452075,
Tarletonbeania taylori,Tarletonbeania,taylori,282928,Likely to produce sound under natural conditions but unconfirmed,452075,
Tarphops elegans,Tarphops,elegans,282929,Does not or is unlikely to produce sound under natural conditions,452075,
Tarphops oligolepis,Tarphops,oligolepis,282930,Does not or is unlikely to produce sound under natural conditions,452075,
Tarsistes philippii,Tarsistes,philippii,282931,Unknown or undetermined,452074,
Tarumania walkerae,Tarumania,walkerae,1524407,Unknown or undetermined,452074,
Tasmacetus shepherdi,Tasmacetus,shepherdi,231433,Produces active sound under natural conditions,452198,"Geographic area: Otago canyons, NZL."
Tasmanogobius gloveri,Tasmanogobius,gloveri,282932,Likely to produce sound under natural conditions but unconfirmed,452075,
Tasmanogobius lasti,Tasmanogobius,lasti,282933,Likely to produce sound under natural conditions but unconfirmed,452075,
Tasmanogobius lordi,Tasmanogobius,lordi,282934,Likely to produce sound under natural conditions but unconfirmed,452075,
Tateurndina ocellicauda,Tateurndina,ocellicauda,1383558,Does not or is unlikely to produce sound under natural conditions,452075,
Tathicarpus butleri,Tathicarpus,butleri,282935,Unknown or undetermined,452074,
Tatia akroa,Tatia,akroa,1494208,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia aulopygia,Tatia,aulopygia,1021342,Produces active sound under natural conditions,451886,
Tatia bockmanni,Tatia,bockmanni,1605383,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia boemia,Tatia,boemia,1010728,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia britskii,Tatia,britskii,1605384,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia brunnea,Tatia,brunnea,1012876,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia caudosignata,Tatia,caudosignata,1494209,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia caxiuanensis,Tatia,caxiuanensis,1008397,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia concolor,Tatia,concolor,1527408,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia dunni,Tatia,dunni,1026375,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia galaxias,Tatia,galaxias,1011494,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia gyrina,Tatia,gyrina,1014111,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia intermedia,Tatia,intermedia,1020234,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia jaracatia,Tatia,jaracatia,1008261,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia marthae,Tatia,marthae,1384689,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia meesi,Tatia,meesi,1384473,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia melanoleuca,Tatia,melanoleuca,1016334,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia musaica,Tatia,musaica,1011108,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia neivai,Tatia,neivai,1015899,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia nigra,Tatia,nigra,1008399,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia punctata,Tatia,punctata,1527409,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia simplex,Tatia,simplex,1527413,Likely to produce sound under natural conditions but unconfirmed,452075,
Tatia strigata,Tatia,strigata,1010829,Likely to produce sound under natural conditions but unconfirmed,452075,
Taunayia bifasciata,Taunayia,bifasciata,1017043,Likely to produce sound under natural conditions but unconfirmed,452075,
Tauredophidium hextii,Tauredophidium,hextii,282936,Likely to produce sound under natural conditions but unconfirmed,452075,
Tautoga onitis,Tautoga,onitis,158830,Produces active and passive sound under natural conditions,452136,
Tautogolabrus adspersus,Tautogolabrus,adspersus,159785,Produces passive sound under natural conditions,452136,
Taxidea taxus,Taxidea,taxus,1600431,Unknown or undetermined,,
Tegula funebralis,Tegula,funebralis,534190,Produces passive sound under natural conditions,452100,"Rasping sounds when foraging.Geographic area: Monterey Bay (California, USA)."
Teixeirichthys jordani,Teixeirichthys,jordani,212792,Likely to produce sound under natural conditions but unconfirmed,452075,
Teixeirichthys obtusirostris,Teixeirichthys,obtusirostris,212791,Likely to produce sound under natural conditions but unconfirmed,452075,
Telatrygon acutirostra,Telatrygon,acutirostra,1011795,Unknown or undetermined,452074,
Telatrygon biasa,Telatrygon,biasa,1043626,Unknown or undetermined,452074,
Telatrygon crozieri,Telatrygon,crozieri,1526035,Unknown or undetermined,452074,
Telatrygon zugei,Telatrygon,zugei,1013687,Unknown or undetermined,452074,
Teleocichla centisquama,Teleocichla,centisquama,1384283,Likely to produce sound under natural conditions but unconfirmed,452075,
Teleocichla centrarchus,Teleocichla,centrarchus,1011764,Likely to produce sound under natural conditions but unconfirmed,452075,
Teleocichla cinderella,Teleocichla,cinderella,1011765,Likely to produce sound under natural conditions but unconfirmed,452075,
Teleocichla gephyrogramma,Teleocichla,gephyrogramma,1011761,Likely to produce sound under natural conditions but unconfirmed,452075,
Teleocichla monogramma,Teleocichla,monogramma,1011763,Likely to produce sound under natural conditions but unconfirmed,452075,
Teleocichla preta,Teleocichla,preta,1524553,Likely to produce sound under natural conditions but unconfirmed,452075,
Teleocichla prionogenys,Teleocichla,prionogenys,1011762,Likely to produce sound under natural conditions but unconfirmed,452075,
Teleocichla proselytus,Teleocichla,proselytus,1011749,Likely to produce sound under natural conditions but unconfirmed,452075,
Teleocichla wajapi,Teleocichla,wajapi,1007350,Likely to produce sound under natural conditions but unconfirmed,452075,
Teleogramma brichardi,Teleogramma,brichardi,1013847,Likely to produce sound under natural conditions but unconfirmed,452075,
Teleogramma depressa,Teleogramma,depressa,1012818,Likely to produce sound under natural conditions but unconfirmed,452075,
Teleogramma gracile,Teleogramma,gracile,1019034,Likely to produce sound under natural conditions but unconfirmed,452075,
Teleogramma monogramma,Teleogramma,monogramma,1525515,Likely to produce sound under natural conditions but unconfirmed,452075,
Teleogramma obamaorum,Teleogramma,obamaorum,1006955,Likely to produce sound under natural conditions but unconfirmed,452075,
Telestes beoticus,Telestes,beoticus,1014938,Likely to produce sound under natural conditions but unconfirmed,452075,
Telestes comes,Telestes,comes,1460165,Likely to produce sound under natural conditions but unconfirmed,452075,
Telestes croaticus,Telestes,croaticus,1020896,Likely to produce sound under natural conditions but unconfirmed,452075,
Telestes dabar,Telestes,dabar,1007679,Likely to produce sound under natural conditions but unconfirmed,452075,
Telestes fontinalis,Telestes,fontinalis,1516702,Likely to produce sound under natural conditions but unconfirmed,452075,
Telestes karsticus,Telestes,karsticus,1006935,Likely to produce sound under natural conditions but unconfirmed,452075,
Telestes metohiensis,Telestes,metohiensis,1469362,Likely to produce sound under natural conditions but unconfirmed,452075,
Telestes miloradi,Telestes,miloradi,1007680,Likely to produce sound under natural conditions but unconfirmed,452075,
Telestes montenigrinus,Telestes,montenigrinus,1516700,Likely to produce sound under natural conditions but unconfirmed,452075,
Telestes muticellus,Telestes,muticellus,1026710,Likely to produce sound under natural conditions but unconfirmed,452075,
Telestes pleurobipunctatus,Telestes,pleurobipunctatus,1014939,Likely to produce sound under natural conditions but unconfirmed,452075,
Telestes polylepis,Telestes,polylepis,1020856,Likely to produce sound under natural conditions but unconfirmed,452075,
Telestes souffia,Telestes,souffia,465538,Likely to produce sound under natural conditions but unconfirmed,452075,
Telestes turskyi,Telestes,turskyi,1022150,Likely to produce sound under natural conditions but unconfirmed,452075,
Telestes ukliva,Telestes,ukliva,1022151,Likely to produce sound under natural conditions but unconfirmed,452075,
Tellia apoda,Tellia,apoda,1419113,Likely to produce sound under natural conditions but unconfirmed,452075,
Telmatherina abendanoni,Telmatherina,abendanoni,1017372,Does not or is unlikely to produce sound under natural conditions,452075,
Telmatherina albolabiosa,Telmatherina,albolabiosa,1008322,Does not or is unlikely to produce sound under natural conditions,452075,
Telmatherina antoniae,Telmatherina,antoniae,1011273,Does not or is unlikely to produce sound under natural conditions,452075,
Telmatherina bonti,Telmatherina,bonti,1383189,Does not or is unlikely to produce sound under natural conditions,452075,
Telmatherina celebensis,Telmatherina,celebensis,1019219,Does not or is unlikely to produce sound under natural conditions,452075,
Telmatherina obscura,Telmatherina,obscura,1011274,Does not or is unlikely to produce sound under natural conditions,452075,
Telmatherina opudi,Telmatherina,opudi,1011275,Does not or is unlikely to produce sound under natural conditions,452075,
Telmatherina prognatha,Telmatherina,prognatha,1011276,Does not or is unlikely to produce sound under natural conditions,452075,
Telmatherina sarasinorum,Telmatherina,sarasinorum,1011277,Does not or is unlikely to produce sound under natural conditions,452075,
Telmatherina wahjui,Telmatherina,wahjui,1011278,Does not or is unlikely to produce sound under natural conditions,452075,
Telmatobius culeus,Telmatobius,culeus,1663430,Produces active sound under natural conditions,452302,
Telmatobius hintoni,Telmatobius,hintoni,1663463,Produces active sound under natural conditions,452302,
Telmatobius oxycephalus,Telmatobius,oxycephalus,1663431,Produces active sound under natural conditions,452302,
Telmatochromis bifrenatus,Telmatochromis,bifrenatus,1015142,Likely to produce sound under natural conditions but unconfirmed,452075,
Telmatochromis brachygnathus,Telmatochromis,brachygnathus,1009579,Likely to produce sound under natural conditions but unconfirmed,452075,
Telmatochromis brichardi,Telmatochromis,brichardi,1383945,Likely to produce sound under natural conditions but unconfirmed,452075,
Telmatochromis dhonti,Telmatochromis,dhonti,1016979,Likely to produce sound under natural conditions but unconfirmed,452075,
Telmatochromis temporalis,Telmatochromis,temporalis,1014726,Likely to produce sound under natural conditions but unconfirmed,452075,
Telmatochromis vittatus,Telmatochromis,vittatus,1019141,Likely to produce sound under natural conditions but unconfirmed,452075,
Tembeassu marauna,Tembeassu,marauna,1010420,Does not or is unlikely to produce sound under natural conditions,452075,
Temera hardwickii,Temera,hardwickii,282938,Unknown or undetermined,452074,
Tenellus leporhinus,Tenellus,leporhinus,1017613,Likely to produce sound under natural conditions but unconfirmed,451886,
Tenellus ternetzi,Tenellus,ternetzi,1525646,Likely to produce sound under natural conditions but unconfirmed,452075,
Tenellus trimaculatus,Tenellus,trimaculatus,1019171,Likely to produce sound under natural conditions but unconfirmed,451886,
Tentoriceps cristatus,Tentoriceps,cristatus,219705,Likely to produce sound under natural conditions but unconfirmed,452075,
Tenualosa ilisha,Tenualosa,ilisha,278568,Unknown or undetermined,452074,
Tenualosa macrura,Tenualosa,macrura,278569,Unknown or undetermined,452074,
Tenualosa reevesii,Tenualosa,reevesii,278570,Unknown or undetermined,452074,
Tenualosa thibaudeaui,Tenualosa,thibaudeaui,1014887,Unknown or undetermined,452074,
Tenualosa toli,Tenualosa,toli,217454,Unknown or undetermined,452074,
Tenuicephalus melampeplus,Tenuicephalus,melampeplus,1605272,Likely to produce sound under natural conditions but unconfirmed,452075,
Tenuicephalus multitrabs,Tenuicephalus,multitrabs,1577302,Likely to produce sound under natural conditions but unconfirmed,452075,
