Taxon,Genus,Species,Taxon Aphia ID,Soniferous Category,Reference Aphia ID,Notes
Aapticheilichthys websteri,Aapticheilichthys,websteri,1026895,Does not or is unlikely to produce sound under natural conditions,452075,
Aaptosyax grypus,Aaptosyax,grypus,1011282,Likely to produce sound under natural conditions but unconfirmed,452075,
Abactochromis labrosus,Abactochromis,labrosus,1015413,Likely to produce sound under natural conditions but unconfirmed,452075,
Abalistes filamentosus,Abalistes,filamentosus,276793,Likely to produce sound under natural conditions but unconfirmed,452075,
Abalistes stellatus,Abalistes,stellatus,219873,Likely to produce sound under natural conditions but unconfirmed,452075,
Abantennarius analis,Abantennarius,analis,315963,Does not or is unlikely to produce sound under natural conditions,452075,
Abantennarius bermudensis,Abantennarius,bermudensis,1605257,Does not or is unlikely to produce sound under natural conditions,452075,
Abantennarius coccineus,Abantennarius,coccineus,1605256,Does not or is unlikely to produce sound under natural conditions,452075,
Abantennarius dorehensis,Abantennarius,dorehensis,1605258,Does not or is unlikely to produce sound under natural conditions,452075,
Abantennarius drombus,Abantennarius,drombus,1605261,Does not or is unlikely to produce sound under natural conditions,452075,
Abantennarius duescus,Abantennarius,duescus,1605259,Does not or is unlikely to produce sound under natural conditions,452075,
Abantennarius nummifer,Abantennarius,nummifer,1605260,Does not or is unlikely to produce sound under natural conditions,452075,
Abantennarius rosaceus,Abantennarius,rosaceus,1592359,Does not or is unlikely to produce sound under natural conditions,452075,
Abantennarius sanguineus,Abantennarius,sanguineus,1592389,Does not or is unlikely to produce sound under natural conditions,452075,
Abbottina binhi,Abbottina,binhi,1009901,Likely to produce sound under natural conditions but unconfirmed,452075,
Abbottina lalinensis,Abbottina,lalinensis,1010783,Likely to produce sound under natural conditions but unconfirmed,452075,
Abbottina liaoningensis,Abbottina,liaoningensis,1011633,Likely to produce sound under natural conditions but unconfirmed,452075,
Abbottina obtusirostris,Abbottina,obtusirostris,1015800,Likely to produce sound under natural conditions but unconfirmed,452075,
Abbottina rivularis,Abbottina,rivularis,1018726,Likely to produce sound under natural conditions but unconfirmed,452075,
Ablennes hians,Ablennes,hians,159246,Likely to produce sound under natural conditions but unconfirmed,452075,
Aboma etheostoma,Aboma,etheostoma,293673,Likely to produce sound under natural conditions but unconfirmed,452075,
Aborichthys barapensis,Aborichthys,barapensis,1536337,Likely to produce sound under natural conditions but unconfirmed,452075,
Aborichthys cataracta,Aborichthys,cataracta,1384802,Likely to produce sound under natural conditions but unconfirmed,452075,
Aborichthys elongatus,Aborichthys,elongatus,1016819,Likely to produce sound under natural conditions but unconfirmed,452075,
Aborichthys garoensis,Aborichthys,garoensis,1016322,Likely to produce sound under natural conditions but unconfirmed,452075,
Aborichthys iphipaniensis,Aborichthys,iphipaniensis,1494023,Likely to produce sound under natural conditions but unconfirmed,452075,
Aborichthys kailashi,Aborichthys,kailashi,1493115,Likely to produce sound under natural conditions but unconfirmed,452075,
Aborichthys kempi,Aborichthys,kempi,1017361,Likely to produce sound under natural conditions but unconfirmed,452075,
Aborichthys pangensis,Aborichthys,pangensis,1493116,Likely to produce sound under natural conditions but unconfirmed,452075,
Aborichthys rosammai,Aborichthys,rosammai,1008159,Likely to produce sound under natural conditions but unconfirmed,452075,
Aborichthys tikaderi,Aborichthys,tikaderi,1011940,Likely to produce sound under natural conditions but unconfirmed,452075,
Aborichthys verticauda,Aborichthys,verticauda,1007149,Likely to produce sound under natural conditions but unconfirmed,452075,
Aborichthys waikhomi,Aborichthys,waikhomi,1384673,Likely to produce sound under natural conditions but unconfirmed,452075,
Abramis brama,Abramis,brama,154281,Produces passive sound under natural conditions,452049,
Abramis parsa,Abramis,parsa,405807,Likely to produce sound under natural conditions but unconfirmed,452075,
Abramites eques,Abramites,eques,1020154,Likely to produce sound under natural conditions but unconfirmed,452075,
Abramites hypselonotus,Abramites,hypselonotus,1015381,Likely to produce sound under natural conditions but unconfirmed,452075,
Abudefduf abdominalis,Abudefduf,abdominalis,254879,Produces active and passive sound under natural conditions,452140,
Abudefduf bengalensis,Abudefduf,bengalensis,212885,Likely to produce sound under natural conditions but unconfirmed,452075,
Abudefduf concolor,Abudefduf,concolor,273696,Likely to produce sound under natural conditions but unconfirmed,452075,
Abudefduf conformis,Abudefduf,conformis,273697,Likely to produce sound under natural conditions but unconfirmed,452075,
Abudefduf declivifrons,Abudefduf,declivifrons,273698,Likely to produce sound under natural conditions but unconfirmed,452075,
Abudefduf hoefleri,Abudefduf,hoefleri,273699,Likely to produce sound under natural conditions but unconfirmed,452075,
Abudefduf lorenzi,Abudefduf,lorenzi,273700,Likely to produce sound under natural conditions but unconfirmed,452075,
Abudefduf margariteus,Abudefduf,margariteus,212881,Likely to produce sound under natural conditions but unconfirmed,452075,
Abudefduf natalensis,Abudefduf,natalensis,212871,Likely to produce sound under natural conditions but unconfirmed,452075,
Abudefduf nigrimargo,Abudefduf,nigrimargo,1524307,Likely to produce sound under natural conditions but unconfirmed,452075,
Abudefduf notatus,Abudefduf,notatus,212870,Likely to produce sound under natural conditions but unconfirmed,452075,
Abudefduf saxatilis,Abudefduf,saxatilis,159288,Produces active sound under natural conditions,452136,
Abudefduf septemfasciatus,Abudefduf,septemfasciatus,212878,Likely to produce sound under natural conditions but unconfirmed,452075,
Abudefduf sexfasciatus,Abudefduf,sexfasciatus,159289,Likely to produce sound under natural conditions but unconfirmed,452075,
Abudefduf sordidus,Abudefduf,sordidus,212888,Produces active sound under natural conditions,451893,
Abudefduf sparoides,Abudefduf,sparoides,212862,Likely to produce sound under natural conditions but unconfirmed,452075,
Abudefduf taurus,Abudefduf,taurus,273701,Likely to produce sound under natural conditions but unconfirmed,452075,
Abudefduf troschelii,Abudefduf,troschelii,273702,Likely to produce sound under natural conditions but unconfirmed,452075,
Abudefduf vaigiensis,Abudefduf,vaigiensis,212879,Produces active sound under natural conditions,451963,
Abudefduf whitleyi,Abudefduf,whitleyi,273703,Likely to produce sound under natural conditions but unconfirmed,452075,
Abyssoberyx levisquamosus,Abyssoberyx,levisquamosus,398430,Does not or is unlikely to produce sound under natural conditions,452075,
Abyssobrotula galatheae,Abyssobrotula,galatheae,236126,Likely to produce sound under natural conditions but unconfirmed,452075,
Abyssobrotula hadropercularis,Abyssobrotula,hadropercularis,1493117,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthaluteres brownii,Acanthaluteres,brownii,279462,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthaluteres spilomelanurus,Acanthaluteres,spilomelanurus,279463,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthaluteres vittiger,Acanthaluteres,vittiger,279464,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthanectes hystrix,Acanthanectes,hystrix,219172,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthanectes rufus,Acanthanectes,rufus,219171,Does not or is unlikely to produce sound under natural conditions,452075,
Acantharchus pomotis,Acantharchus,pomotis,293694,Produces active sound under natural conditions,452036,
Acanthemblemaria aceroi,Acanthemblemaria,aceroi,1493120,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria aspera,Acanthemblemaria,aspera,279443,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria atrata,Acanthemblemaria,atrata,279444,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria balanorum,Acanthemblemaria,balanorum,279445,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria betinensis,Acanthemblemaria,betinensis,279446,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria castroi,Acanthemblemaria,castroi,279447,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria chaplini,Acanthemblemaria,chaplini,279448,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria crockeri,Acanthemblemaria,crockeri,279449,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria exilispinus,Acanthemblemaria,exilispinus,279450,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria greenfieldi,Acanthemblemaria,greenfieldi,279451,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria hancocki,Acanthemblemaria,hancocki,279452,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria harpeza,Acanthemblemaria,harpeza,279453,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria hastingsi,Acanthemblemaria,hastingsi,712821,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria johnsoni,Acanthemblemaria,johnsoni,279454,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria macrospilus,Acanthemblemaria,macrospilus,279455,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria mangognatha,Acanthemblemaria,mangognatha,279456,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria maria,Acanthemblemaria,maria,279457,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria medusa,Acanthemblemaria,medusa,279458,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria paula,Acanthemblemaria,paula,279459,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria rivasi,Acanthemblemaria,rivasi,279460,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria spinosa,Acanthemblemaria,spinosa,254883,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthemblemaria stephensi,Acanthemblemaria,stephensi,279461,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthicus adonis,Acanthicus,adonis,1383932,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthicus hystrix,Acanthicus,hystrix,1022676,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthobrama centisquama,Acanthobrama,centisquama,279405,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthobrama hadiyahensis,Acanthobrama,hadiyahensis,1012114,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthobrama lissneri,Acanthobrama,lissneri,1013097,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthobrama marmid,Acanthobrama,marmid,279406,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthobrama microlepis,Acanthobrama,microlepis,1020219,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthobrama orontis,Acanthobrama,orontis,1014264,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthobrama persidis,Acanthobrama,persidis,1012346,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthobrama telavivensis,Acanthobrama,telavivensis,236128,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthobrama thisbeae,Acanthobrama,thisbeae,1007095,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthobrama tricolor,Acanthobrama,tricolor,238078,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthobrama urmianus,Acanthobrama,urmianus,1018992,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthobunocephalus nicoi,Acanthobunocephalus,nicoi,1010242,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthobunocephalus scruggsi,Acanthobunocephalus,scruggsi,1493121,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthocepola abbreviata,Acanthocepola,abbreviata,278762,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthocepola indica,Acanthocepola,indica,218873,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthocepola krusensternii,Acanthocepola,krusensternii,278763,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthocepola limbata,Acanthocepola,limbata,278764,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthochaenus luetkenii,Acanthochaenus,luetkenii,127280,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthocharax microlepis,Acanthocharax,microlepis,1017510,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthochromis polyacanthus,Acanthochromis,polyacanthus,279469,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthocleithron chapini,Acanthocleithron,chapini,1383179,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthoclinus fuscus,Acanthoclinus,fuscus,279470,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthoclinus littoreus,Acanthoclinus,littoreus,279471,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthoclinus marilynae,Acanthoclinus,marilynae,279472,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthoclinus matti,Acanthoclinus,matti,279473,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthoclinus rua,Acanthoclinus,rua,279474,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthocobitis botia,Acanthocobitis,botia,1026425,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthocobitis mooreh,Acanthocobitis,mooreh,1026429,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthocobitis pavonacea,Acanthocobitis,pavonacea,1022515,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthocobitis pictilis,Acanthocobitis,pictilis,1007660,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthocobitis rubidipinnis,Acanthocobitis,rubidipinnis,1021246,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthocobitis urophthalmus,Acanthocobitis,urophthalmus,1020689,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthocybium solandri,Acanthocybium,solandri,127014,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthodoras cataphractus,Acanthodoras,cataphractus,1021601,Likely to produce sound under natural conditions but unconfirmed,451886,
Acanthodoras depressus,Acanthodoras,depressus,1019981,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthodoras spinosissimus,Acanthodoras,spinosissimus,1019764,Likely to produce sound under natural conditions but unconfirmed,451886,
Acanthogobio guentheri,Acanthogobio,guentheri,1019534,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthogobius elongatus,Acanthogobius,elongatus,1014667,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthogobius flavimanus,Acanthogobius,flavimanus,279475,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthogobius hasta,Acanthogobius,hasta,279476,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthogobius insularis,Acanthogobius,insularis,1010684,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthogobius lactipes,Acanthogobius,lactipes,279477,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthogobius luridus,Acanthogobius,luridus,279478,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthogobius stigmothonus,Acanthogobius,stigmothonus,1460852,Likely to produce sound under natural conditions but unconfirmed,452075,
Acantholabrus palloni,Acantholabrus,palloni,126957,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthonus armatus,Acanthonus,armatus,158998,Likely to produce sound under natural conditions but unconfirmed,452074,
Acanthopagrus akazakii,Acanthopagrus,akazakii,279069,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus arabicus,Acanthopagrus,arabicus,835123,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus australis,Acanthopagrus,australis,279070,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus berda,Acanthopagrus,berda,218588,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus bifasciatus,Acanthopagrus,bifasciatus,218589,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus butcheri,Acanthopagrus,butcheri,279071,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus catenula,Acanthopagrus,catenula,758011,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus chinshira,Acanthopagrus,chinshira,398543,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus datnia,Acanthopagrus,datnia,313008,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus latus,Acanthopagrus,latus,218587,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus morrisonae,Acanthopagrus,morrisonae,1577311,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus omanensis,Acanthopagrus,omanensis,474976,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus pacificus,Acanthopagrus,pacificus,712728,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus palmaris,Acanthopagrus,palmaris,279072,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus randalli,Acanthopagrus,randalli,474977,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus schlegelii,Acanthopagrus,schlegelii,293534,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus sheim,Acanthopagrus,sheim,835125,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus sivicolus,Acanthopagrus,sivicolus,279074,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus swinhonis,Acanthopagrus,swinhonis,298250,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus taiwanensis,Acanthopagrus,taiwanensis,279075,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopagrus vagus,Acanthopagrus,vagus,313009,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthoplesiops cappuccino,Acanthoplesiops,cappuccino,1007193,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthoplesiops echinatus,Acanthoplesiops,echinatus,276755,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthoplesiops hiatti,Acanthoplesiops,hiatti,276756,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthoplesiops indicus,Acanthoplesiops,indicus,218347,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthoplesiops jessicae,Acanthoplesiops,jessicae,1523847,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthoplesiops naka,Acanthoplesiops,naka,388925,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthoplesiops psilogaster,Acanthoplesiops,psilogaster,276757,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthopoma annectens,Acanthopoma,annectens,1019536,Does not or is unlikely to produce sound under natural conditions,452075,
Acanthopsetta nadeshnyi,Acanthopsetta,nadeshnyi,279481,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopsis taenia,Acanthopsis,taenia,1568263,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopsoides delphax,Acanthopsoides,delphax,1384003,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopsoides gracilentus,Acanthopsoides,gracilentus,1525064,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopsoides gracilis,Acanthopsoides,gracilis,1015485,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopsoides hapalias,Acanthopsoides,hapalias,1011266,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopsoides molobrion,Acanthopsoides,molobrion,1011290,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopsoides namromensis,Acanthopsoides,namromensis,1009094,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthopsoides robertsi,Acanthopsoides,robertsi,1011291,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthorhodeus chankaensis,Acanthorhodeus,chankaensis,1015529,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthostracion guineense,Acanthostracion,guineense,238343,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthostracion notacanthus,Acanthostracion,notacanthus,127410,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthostracion polygonium,Acanthostracion,polygonium,1577312,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthostracion quadricornis,Acanthostracion,quadricornis,158920,Produces passive sound under natural conditions,452136,
Acanthurus achilles,Acanthurus,achilles,272957,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus albimento,Acanthurus,albimento,1043611,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus albipectoralis,Acanthurus,albipectoralis,272958,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus auranticavus,Acanthurus,auranticavus,219633,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus bahianus,Acanthurus,bahianus,159578,Likely to produce sound under natural conditions but unconfirmed,452136,
Acanthurus bariene,Acanthurus,bariene,219637,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus blochii,Acanthurus,blochii,219639,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus chirurgus,Acanthurus,chirurgus,159580,Likely to produce sound under natural conditions but unconfirmed,452136,
Acanthurus chronixis,Acanthurus,chronixis,272959,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus coeruleus,Acanthurus,coeruleus,159581,Likely to produce sound under natural conditions but unconfirmed,452136,
Acanthurus dussumieri,Acanthurus,dussumieri,219641,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus fowleri,Acanthurus,fowleri,272960,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus gahhm,Acanthurus,gahhm,219636,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus grammoptilus,Acanthurus,grammoptilus,272961,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus guttatus,Acanthurus,guttatus,219650,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus japonicus,Acanthurus,japonicus,272962,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus leucocheilus,Acanthurus,leucocheilus,219629,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus leucopareius,Acanthurus,leucopareius,219624,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus leucosternon,Acanthurus,leucosternon,219628,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus lineatus,Acanthurus,lineatus,159582,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus maculiceps,Acanthurus,maculiceps,272963,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus mata,Acanthurus,mata,219651,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus mindorensis,Acanthurus,mindorensis,1493122,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus monroviae,Acanthurus,monroviae,126750,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus nigricans,Acanthurus,nigricans,219638,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus nigricauda,Acanthurus,nigricauda,219626,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus nigrofuscus,Acanthurus,nigrofuscus,219640,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus nigroris,Acanthurus,nigroris,219642,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus nubilus,Acanthurus,nubilus,272964,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus olivaceus,Acanthurus,olivaceus,219625,Produces active sound under natural conditions,451963,
Acanthurus polyzona,Acanthurus,polyzona,219652,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus pyroferus,Acanthurus,pyroferus,219648,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus randalli,Acanthurus,randalli,272965,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus reversus,Acanthurus,reversus,272966,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus sohal,Acanthurus,sohal,219649,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus tennentii,Acanthurus,tennentii,219632,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus thompsoni,Acanthurus,thompsoni,219646,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus tractus,Acanthurus,tractus,301914,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus triostegus,Acanthurus,triostegus,219630,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus tristis,Acanthurus,tristis,219644,Likely to produce sound under natural conditions but unconfirmed,452075,
Acanthurus xanthopterus,Acanthurus,xanthopterus,219634,Likely to produce sound under natural conditions but unconfirmed,452075,
Acantopsis bruinen,Acantopsis,bruinen,1493123,Likely to produce sound under natural conditions but unconfirmed,452075,
Acantopsis dialuzona,Acantopsis,dialuzona,1022744,Likely to produce sound under natural conditions but unconfirmed,452075,
Acantopsis dinema,Acantopsis,dinema,1385235,Likely to produce sound under natural conditions but unconfirmed,452075,
Acantopsis ioa,Acantopsis,ioa,1385236,Likely to produce sound under natural conditions but unconfirmed,452075,
Acantopsis multistigmatus,Acantopsis,multistigmatus,1009127,Likely to produce sound under natural conditions but unconfirmed,452075,
Acantopsis octoactinotos,Acantopsis,octoactinotos,1011288,Likely to produce sound under natural conditions but unconfirmed,452075,
Acantopsis rungthipae,Acantopsis,rungthipae,1385234,Likely to produce sound under natural conditions but unconfirmed,452075,
Acantopsis spectabilis,Acantopsis,spectabilis,1420021,Likely to produce sound under natural conditions but unconfirmed,452075,
Acantopsis thiemmedhi,Acantopsis,thiemmedhi,1010262,Likely to produce sound under natural conditions but unconfirmed,452075,
Acapoeta tanganicae,Acapoeta,tanganicae,1018977,Likely to produce sound under natural conditions but unconfirmed,452075,
Acarichthys heckelii,Acarichthys,heckelii,1020157,Likely to produce sound under natural conditions but unconfirmed,452075,
Acarobythites larsonae,Acarobythites,larsonae,279483,Likely to produce sound under natural conditions but unconfirmed,452075,
Acaronia nassa,Acaronia,nassa,1026272,Likely to produce sound under natural conditions but unconfirmed,452075,
Acaronia vultuosa,Acaronia,vultuosa,1011523,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius andhraensis,Acentrogobius,andhraensis,1495506,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius audax,Acentrogobius,audax,219373,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius brevirostris,Acentrogobius,brevirostris,1495507,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius caninus,Acentrogobius,caninus,219372,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius cenderawasih,Acentrogobius,cenderawasih,834939,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius chlorostigmatoides,Acentrogobius,chlorostigmatoides,278776,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius cyanomos,Acentrogobius,cyanomos,278777,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius dayi,Acentrogobius,dayi,278778,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius ennorensis,Acentrogobius,ennorensis,278779,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius griseus,Acentrogobius,griseus,278781,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius janthinopterus,Acentrogobius,janthinopterus,278782,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius limarius,Acentrogobius,limarius,1376173,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius masoni,Acentrogobius,masoni,278783,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius moloanus,Acentrogobius,moloanus,312541,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius multifasciatus,Acentrogobius,multifasciatus,367199,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius nebulosus,Acentrogobius,nebulosus,312542,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius pellidebilis,Acentrogobius,pellidebilis,1011091,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius pflaumii,Acentrogobius,pflaumii,278785,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius quinquemaculatus,Acentrogobius,quinquemaculatus,1493124,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius simplex,Acentrogobius,simplex,219371,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius suluensis,Acentrogobius,suluensis,278787,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius therezieni,Acentrogobius,therezieni,1013613,Likely to produce sound under natural conditions but unconfirmed,452075,
Acentrogobius vanderloosi,Acentrogobius,vanderloosi,1376174,Likely to produce sound under natural conditions but unconfirmed,452075,
